CODIGO;DATA;CLIENTE
TEL-IPH-6G-REPL;24-Dec-19;Cliente7621948246
TEL-IPH-6G-REPL;24-Dec-19;Cliente770348862
TOU-SAM-G530;24-Dec-19;Cliente7784149478
LCD-SAM-G530;24-Dec-19;Cliente7865250094
TEL-MOT-E5-PLUS-ORIG;24-Dec-19;Cliente794635071
TEL-MOT-G5-S-ORIG;24-Dec-19;Cliente8027451326
TEL-SAM-J7-PRO-ORIG;24-Dec-19;Cliente8108551942
TEL-ASU-ZB634KL-ORIG;24-Dec-19;Cliente8189652558
BAT-IPH-7G;24-Dec-19;Cliente8270753174
TEL-MOT-E4-PLUS-ORIG;24-Dec-19;Cliente835185379
TEL-SAM-J4-PLUS-REPL;24-Dec-19;Cliente8432954406
TEL-SAM-J8-REPL;24-Dec-19;Cliente851455022
BAT-MOT-Z-PLAY;24-Dec-19;Cliente8595155638
TEL-SAM-J7-PRO-ORIG;24-Dec-19;Cliente8676256254
TEL-SAM-J701-REPL;24-Dec-19;Cliente875735687
TEL-SAM-J7-REPL;24-Dec-19;Cliente8838457486
TEL-IPH-6G-REPL;24-Dec-19;Cliente8919558102
TEL-IPH-7G-REPL;24-Dec-19;Cliente9000658718
BOT-IPH-6G;24-Dec-19;Cliente9081759334
BAT-MOT-G3;24-Dec-19;Cliente916285995
COL-COL-B7000;24-Dec-19;Cliente9243960566
TEL-SAM-J7-PRIME-REPL;24-Dec-19;Cliente932561182
TEL-MOT-C-PLUS-ORIG;24-Dec-19;Cliente9406161798
BAT-IPH-6S;24-Dec-19;Cliente9487262414
TEL-SAM-J4-PLUS-REPL;24-Dec-19;Cliente956836303
TEL-XIA-MI-6-ORIG;24-Dec-19;Cliente9649463646
TEL-IPH-X-REPL;24-Dec-19;Cliente9730564262
TEL-MOT-G5-ORIG;24-Dec-19;Cliente9811664878
TEL-SAM-J3-REPL;24-Dec-19;Cliente9892765494
TOU-SAM-G530;24-Dec-19;Cliente997386611
TEL-IPH-6S-REPL;24-Dec-19;Cliente10054966726
TEL-IPH-X-REPL;26-Dec-19;Cliente1013667342
TEL-SAM-J7-PRO-ORIG;26-Dec-19;Cliente10217167958
TEL-SAM-J5-PRIME-REPL;26-Dec-19;Cliente10298268574
TEL-ASU-ZB634KL-ORIG;26-Dec-19;Cliente1037936919
TEL-MOT-Z2-PLAY-ORIG;26-Dec-19;Cliente10460469806
TEL-SAM-S8-PLUS-ORIG;26-Dec-19;Cliente10541570422
TEL-MOT-E4-PLUS-ORIG;26-Dec-19;Cliente10622671038
TEL-IPH-6G-REPL;26-Dec-19;Cliente10703771654
TEL-MOT-Z2-PLAY-ORIG;26-Dec-19;Cliente1078487227
TEL-XIA-NOTE-7-ORIG;26-Dec-19;Cliente10865972886
BAT-IPH-6S;26-Dec-19;Cliente1094773502
BAT-SAM-J7-PRIME;26-Dec-19;Cliente11028174118
BAT-MOT-G3;26-Dec-19;Cliente11109274734
BAT-IPH-X-PLAY;26-Dec-19;Cliente1119037535
-;26-Dec-19;Cliente11271475966
TEL-SAM-J7-PRIME-REPL;26-Dec-19;Cliente11352576582
TEL-SAM-J7-PRO-ORIG;26-Dec-19;Cliente11433677198
TOU-SAM-G355;26-Dec-19;Cliente11514777814
LCD-SAM-G355;26-Dec-19;Cliente1159587843
TOU-SAM-ON7;26-Dec-19;Cliente11676979046
TEL-SAM-J7-PRO-ORIG;26-Dec-19;Cliente1175879662
TEL-IPH-X-REPL;26-Dec-19;Cliente11839180278
TEL-SAM-J7-PRO-ORIG;26-Dec-19;Cliente11920280894
TEL-SAM-J5-PRIME-REPL;26-Dec-19;Cliente1200138151
TEL-IPH-5S-REPL;26-Dec-19;Cliente12082482126
TEL-MOT-C-ORIG;26-Dec-19;Cliente12163582742
TEL-SAM-J5-PRIME-REPL;26-Dec-19;Cliente12244683358
TEL-SAM-J5-PRIME-REPL;26-Dec-19;Cliente12325783974
TEL-SAM-A10-REPL;26-Dec-19;Cliente1240688459
BAT-MOT-Z-PLAY;26-Dec-19;Cliente12487985206
TEL-MOT-G5-S-ORIG;26-Dec-19;Cliente1256985822
TEL-SAM-J2-REPL;26-Dec-19;Cliente12650186438
FLEX-SAM-J5;26-Dec-19;Cliente12731287054
TEL-SAM-J701-REPL;26-Dec-19;Cliente1281238767
TEL-SAM-J701-REPL;26-Dec-19;Cliente12893488286
TEL-MOT-G6-PLAY-ORIG;26-Dec-19;Cliente12974588902
TEL-MOT-X4-ORIG;26-Dec-19;Cliente13055689518
TEL-MOT-X-PLAY-ORIG;26-Dec-19;Cliente13136790134
TEL-IPH-6G-REPL;26-Dec-19;Cliente1321789075
LEN-SAM-G6-PLAY;26-Dec-19;Cliente13298991366
TEL-SAM-J120-REPL;26-Dec-19;Cliente1338091982
TEL-IPH-6S-REPL;26-Dec-19;Cliente13461192598
TEL-SAM-J7-PRO-ORIG;26-Dec-19;Cliente13542293214
TEL-IPH-SE-REPL;26-Dec-19;Cliente1362339383
MIC-SAM-J6;26-Dec-19;Cliente13704494446
TEL-MOT-G5-S-ORIG;26-Dec-19;Cliente13785595062
TEL-MOT-Z-PLAY-ORIG;26-Dec-19;Cliente13866695678
TEL-SAM-J7-REPL;26-Dec-19;Cliente13947796294
TEL-MOT-G5-S-PLUS-ORIG;26-Dec-19;Cliente1402889691
TEL-MOT-G5-PLUS-ORIG;26-Dec-19;Cliente14109997526
CON-MOT-G5;26-Dec-19;Cliente1419198142
BAT-IPH-4S;26-Dec-19;Cliente14272198758
TOU-SAM-J105;26-Dec-19;Cliente14353299374
TEL-ASU-ZD553KL-ORIG;26-Dec-19;Cliente1443439999
TEL-IPH-6G-REPL;26-Dec-19;Cliente145154100606
TEL-IPH-6S-REPL;26-Dec-19;Cliente145965101222
TEL-SAM-J4-REPL;26-Dec-19;Cliente146776101838
TEL-MOT-G5-S-ORIG;26-Dec-19;Cliente147587102454
TEL-SAM-J7-PRIME-REPL;26-Dec-19;Cliente14839810307
BAT-MOT-G4-PLUS;26-Dec-19;Cliente149209103686
TEL-LG-K10-POWER-ORIG;26-Dec-19;Cliente15002104302
BAT-MOT-Z-PLAY;26-Dec-19;Cliente150831104918
TEL-MOT-G7-POWER-ORIG;26-Dec-19;Cliente151642105534
TEL-SAM-J7-PRIME-REPL;26-Dec-19;Cliente15245310615
TEL-SAM-J6-ORIG;26-Dec-19;Cliente153264106766
TEL-SAM-J7-PRIME-REPL;26-Dec-19;Cliente154075107382
TEL-MOT-G1-ORIG;26-Dec-19;Cliente154886107998
TEL-SAM-J5-REPL;26-Dec-19;Cliente155697108614
TEL-IPH-5S-REPL;26-Dec-19;Cliente15650810923
TEL-SAM-A20-REPL;26-Dec-19;Cliente157319109846
TEL-SAM-J7-PRO-ORIG;26-Dec-19;Cliente15813110462
TEL-SAM-J5-PRO-ORIG;26-Dec-19;Cliente158941111078
TEL-SAM-J7-PRIME2-REPL;26-Dec-19;Cliente159752111694
TEL-MOT-G6-PLAY-ORIG;26-Dec-19;Cliente16056311231
TEL-SAM-J710-ORIG;26-Dec-19;Cliente161374112926
TEL-SAM-J5-REPL;26-Dec-19;Cliente162185113542
TEL-SAM-J6-REPL;26-Dec-19;Cliente162996114158
TEL-IPH-5S-REPL;26-Dec-19;Cliente163807114774
BAT-IPH-5S;26-Dec-19;Cliente16461811539
TEL-IPH-6G-REPL;26-Dec-19;Cliente165429116006
TEL-IPH-6G-REPL;26-Dec-19;Cliente16624116622
TEL-ASU-ZE620KL-ORIG;26-Dec-19;Cliente167051117238
TEL-SAM-J7-ORIG;26-Dec-19;Cliente167862117854
TEL-SAM-J4-REPL;26-Dec-19;Cliente16867311847
TEL-SAM-S8-PLUS-ORIG;26-Dec-19;Cliente169484119086
TAM-SAM-S8;26-Dec-19;Cliente170295119702
TEL-SAM-J710-REPL;26-Dec-19;Cliente171106120318
TEL-IPH-6S-REPL;26-Dec-19;Cliente171917120934
TEL-SAM-J7-PRO-ORIG;26-Dec-19;Cliente17272812155
TEL-SAM-J7-PRO-REPL;26-Dec-19;Cliente173539122166
TEL-SAM-J7-PRIME2-REPL;26-Dec-19;Cliente17435122782
TEL-ASU-ZB634KL-ORIG;26-Dec-19;Cliente175161123398
TEL-MOT-G7-POWER-ORIG;26-Dec-19;Cliente175972124014
TEL-SAM-J120-REPL;26-Dec-19;Cliente17678312463
TEL-SAM-J5-PRO-REPL;26-Dec-19;Cliente177594125246
TEL-MOT-ONE-ORIG;26-Dec-19;Cliente178405125862
TEL-IPH-5S-REPL;26-Dec-19;Cliente179216126478
BAT-IPH-6S;26-Dec-19;Cliente180027127094
TEL-IPH-6G-REPL;26-Dec-19;Cliente18083812771
TEL-IPH-7G-REPL;26-Dec-19;Cliente181649128326
TEL-MOT-G6-PLAY-ORIG;26-Dec-19;Cliente18246128942
TEL-ASU-ZE552KL-ORIG;26-Dec-19;Cliente183271129558
TEL-MOT-G7-PLAY-ORIG;26-Dec-19;Cliente184082130174
TEL-MOT-G4-PLAY-ORIG;26-Dec-19;Cliente18489313079
TEL-SAM-J7-PRIME-REPL;26-Dec-19;Cliente185704131406
TEL-IPH-6G-REPL;26-Dec-19;Cliente186515132022
TEL-MOT-G6-PLAY-ORIG;26-Dec-19;Cliente187326132638
TEL-IPH-6G-REPL;26-Dec-19;Cliente188137133254
BAT-LG-K10-2017;26-Dec-19;Cliente18894813387
TEL-LG-K8-ORIG;26-Dec-19;Cliente189759134486
TEL-SAM-J7-REPL;26-Dec-19;Cliente19057135102
COL-COL-B7000;26-Dec-19;Cliente191381135718
TEL-XIA-NOTE-6-PRO-ORIG;26-Dec-19;Cliente192192136334
TEL-MOT-G6-PLAY-ORIG;26-Dec-19;Cliente19300313695
TEL-XIA-A1-ORIG;26-Dec-19;Cliente193814137566
TEL-SAM-J7-PRO-ORIG;26-Dec-19;Cliente194625138182
BAT-IPH-6S;26-Dec-19;Cliente195436138798
TEL-MOT-G6-PLAY-ORIG;26-Dec-19;Cliente196247139414
TEL-MOT-G1-ORIG;26-Dec-19;Cliente19705814003
TEL-MOT-E4-ORIG;26-Dec-19;Cliente197869140646
COL-COL-B7000;26-Dec-19;Cliente19868141262
CON-ASU-ZE552;26-Dec-19;Cliente199491141878
CON-XIA-A1;26-Dec-19;Cliente200302142494
TEL-ASU-ZC500TG-ORIG;26-Dec-19;Cliente20111314311
TEL-MOT-G3-ORIG;26-Dec-19;Cliente201924143726
TEL-ASU-ZE554KL-ORIG;26-Dec-19;Cliente202735144342
TEL-SAM-A10-REPL;26-Dec-19;Cliente203546144958
TEL-SAM-J5-REPL;26-Dec-19;Cliente185954
TEL-IPH-6G-REPL;26-Dec-19;Cliente526235
BAT-IPH-5S;26-Dec-19;Cliente358874
TEL-SAM-J5-PRIME-REPL;26-Dec-19;Cliente195925
TEL-MOT-G5-S-PLUS-ORIG;26-Dec-19;Cliente756301
TEL-LG-K220-ORIG;26-Dec-19;Cliente6473473
TEL-SAM-J510-REPL;26-Dec-19;Cliente72844114
TEL-LG-K10-TV-ORIG;26-Dec-19;Cliente80953498
TEL-MOT-G6-PLUS-ORIG;26-Dec-19;Cliente89062882
TEL-SAM-A50-ORIG;27-Dec-19;Cliente97172266
TEL-SAM-J5-REPL;27-Dec-19;Cliente10528165
TEL-IPH-5S-REPL;27-Dec-19;Cliente185954
TEL-SAM-J510-ORIG;27-Dec-19;Cliente526235
TEL-LG-K11-PLUS-ORIG;27-Dec-19;Cliente358874
TEL-MOT-G1-ORIG;27-Dec-19;Cliente195925
TEL-SAM-A20-REPL;27-Dec-19;Cliente756301
TEL-MOT-X-PLAY-ORIG;27-Dec-19;Cliente6473473
TEL-MOT-G5-S-ORIG;27-Dec-19;Cliente72844114
TEL-LG-K220-ORIG;27-Dec-19;Cliente80953498
TEL-LG-K10-TV-ORIG;27-Dec-19;Cliente89062882
TEL-MOT-G6-PLAY-ORIG;27-Dec-19;Cliente97172266
TEL-MOT-G7-POWER-ORIG;27-Dec-19;Cliente10528165
BAT-IPH-5S;27-Dec-19;Cliente113391034
BAT-IPH-5G;27-Dec-19;Cliente121577
BAT-IPH-7G;27-Dec-19;Cliente12961693
BAT-ASU-ZENFON-5;27-Dec-19;Cliente137721309
TEL-ASU-ZE552KL-ORIG;27-Dec-19;Cliente14583143
TEL-SAM-J5-PRIME-REPL;27-Dec-19;Cliente153942046
TEL-SAM-A10-REPL;27-Dec-19;Cliente162052662
TEL-MOT-ONE-ORIG;27-Dec-19;Cliente170163278
TEL-LG-K9-ORIG;27-Dec-19;Cliente178273894
TEL-SAM-J5-REPL;27-Dec-19;Cliente18638451
TEL-SAM-J4-REPL;27-Dec-19;Cliente194495126
TEL-SAM-A510-REPL;27-Dec-19;Cliente20265742
TEL-IPH-7-PLUS-REPL;27-Dec-19;Cliente210716358
TEL-MOT-G5-S-ORIG;27-Dec-19;Cliente218826974
TEL-SAM-J5-REPL;27-Dec-19;Cliente22693759
LEN-MOT-G5-S;27-Dec-19;Cliente235048206
TEL-MOT-X2-ORIG;27-Dec-19;Cliente243158822
TEL-ASU-ZB551KL-ORIG;27-Dec-19;Cliente251269438
TEL-SAM-J701-REPL;27-Dec-19;Cliente2593710054
TEL-SAM-J7-PRO-REPL;27-Dec-19;Cliente267481067
TEL-MOT-E5-PLAY-ORIG;27-Dec-19;Cliente2755911286
TEL-SAM-J5-REPL;27-Dec-19;Cliente283711902
TEL-MOT-Z3-PLAY-ORIG;27-Dec-19;Cliente2918112518
TEL-MOT-G2-ORIG;27-Dec-19;Cliente2999213134
TEL-SAM-J7-PRIME-REPL;27-Dec-19;Cliente308031375
TEL-SAM-A10-REPL;27-Dec-19;Cliente3161414366
TEL-IPH-6G-REPL;27-Dec-19;Cliente3242514982
TEL-MOT-G3-ORIG;27-Dec-19;Cliente3323615598
BAT-MOT-G3;27-Dec-19;Cliente3404716214
TOU-SAM-ON7;27-Dec-19;Cliente348581683
TEL-ASU-ZB634KL-ORIG;27-Dec-19;Cliente3566917446
TEL-SAM-J5-REPL;27-Dec-19;Cliente364818062
TEL-IPH-7-PLUS-REPL;27-Dec-19;Cliente3729118678
TEL-SAM-J5-PRO-ORIG;27-Dec-19;Cliente3810219294
TOU-SAM-J105;27-Dec-19;Cliente389131991
LCD-SAM-J105;27-Dec-19;Cliente3972420526
TEL-SAM-J6-REPL;27-Dec-19;Cliente4053521142
BAT-MOT-G4-PLUS;27-Dec-19;Cliente4134621758
TEL-SAM-S7-ORIG;27-Dec-19;Cliente4215722374
CON-MOT-G5;27-Dec-19;Cliente429682299
TEL-XIA-MI-8-LITE-ORIG;27-Dec-19;Cliente4377923606
COL-COL-B7000;27-Dec-19;Cliente445924222
TEL-SAM-J7-PRIME-REPL;27-Dec-19;Cliente4540124838
TEL-SAM-A10-REPL;27-Dec-19;Cliente4621225454
TEL-IPH-6-PLUS-REPL;27-Dec-19;Cliente470232607
TEL-LG-K4-2017-ORIG;27-Dec-19;Cliente4783426686
TEL-SAM-J5-PRIME-REPL;27-Dec-19;Cliente4864527302
TEL-SAM-S5-REPL;27-Dec-19;Cliente4945627918
TEL-MOT-E4-ORIG;27-Dec-19;Cliente5026728534
TEL-IPH-5C-REPL;27-Dec-19;Cliente510782915
TEL-IPH-5S-REPL;27-Dec-19;Cliente5188929766
TEL-SAM-J7-REPL;27-Dec-19;Cliente527030382
TEL-IPH-7G-REPL;27-Dec-19;Cliente5351130998
TEL-SAM-A20-REPL;27-Dec-19;Cliente5432231614
TEL-SAM-J710-REPL;27-Dec-19;Cliente551333223
TEL-IPH-6G-REPL;27-Dec-19;Cliente5594432846
TEL-SAM-J6-REPL;27-Dec-19;Cliente5675533462
TEL-XIA-MI-5-PLUS-ORIG;27-Dec-19;Cliente5756634078
BAT-IPH-5S;27-Dec-19;Cliente5837734694
TEL-LEN-K5-ORIG;27-Dec-19;Cliente591883531
TEL-MOT-ONE-ORIG;27-Dec-19;Cliente5999935926
TEL-SAM-J5-PRO-ORIG;27-Dec-19;Cliente608136542
TEL-SAM-J7-PRO-REPL;27-Dec-19;Cliente6162137158
TOU-SAM-ON7;27-Dec-19;Cliente6243237774
TEL-MOT-G4-PLAY-ORIG;27-Dec-19;Cliente632433839
CON-MOT-G4-PLAY;27-Dec-19;Cliente6405439006
TEL-IPH-6S-REPL;27-Dec-19;Cliente6486539622
TEL-MOT-G7-POWER-ORIG;27-Dec-19;Cliente6567640238
TEL-MOT-E4-ORIG;27-Dec-19;Cliente6648740854
TEL-MOT-G5-S-ORIG;27-Dec-19;Cliente672984147
TEL-MOT-G4-PLAY-ORIG;27-Dec-19;Cliente6810942086
BOT-MOT-G4-PLAY;27-Dec-19;Cliente689242702
FLEX-MOT-G4-PLAY;27-Dec-19;Cliente6973143318
TEL-XIA-NOTE-7-ORIG;27-Dec-19;Cliente7054243934
TEL-LEN-K6-PLUS-ORIG;27-Dec-19;Cliente713534455
TEL-IPH-6S-REPL;27-Dec-19;Cliente7216445166
TEL-MOT-ONE-ORIG;27-Dec-19;Cliente7297545782
BAT-IPH-6G;27-Dec-19;Cliente7378646398
TEL-SAM-J7-REPL;27-Dec-19;Cliente7459747014
TEL-MOT-Z3-PLAY-ORIG;27-Dec-19;Cliente754084763
TEL-SAM-J710-REPL;27-Dec-19;Cliente7621948246
BAT-MOT-G5S/G5S+;27-Dec-19;Cliente770348862
TEL-MOT-G5-S-ORIG;27-Dec-19;Cliente7784149478
TEL-SAM-J5-PRO-REPL;27-Dec-19;Cliente7865250094
TEL-SAM-J7-PRIME-REPL;27-Dec-19;Cliente794635071
TEL-SAM-J7-PRIME-REPL;27-Dec-19;Cliente8027451326
TEL-SAM-J7-PRIME-REPL;27-Dec-19;Cliente8108551942
TEL-LG-K10-POWER-ORIG;27-Dec-19;Cliente8189652558
TEL-SAM-J5-PRO-ORIG;27-Dec-19;Cliente8270753174
TEL-MOT-G4-PLAY-ORIG;27-Dec-19;Cliente835185379
TAM-MOT-ONE;27-Dec-19;Cliente8432954406
TEL-MOT-G6-ORIG;27-Dec-19;Cliente851455022
TEL-SAM-A30-ORIG;27-Dec-19;Cliente8595155638
TEL-SAM-J7-PRIME-REPL;27-Dec-19;Cliente8676256254
TEL-SAM-J4-REPL;27-Dec-19;Cliente875735687
TEL-XIA-NOTE-5/5-PRO-ORIG;27-Dec-19;Cliente8838457486
TEL-SAM-J3-REPL;27-Dec-19;Cliente8919558102
TEL-IPH-8-PLUS-REPL;27-Dec-19;Cliente9000658718
TEL-XIA-A2-LITE-ORIG;27-Dec-19;Cliente9081759334
TOU-SAM-G532;27-Dec-19;Cliente916285995
TEL-IPH-8G-REPL;27-Dec-19;Cliente9243960566
TEL-MOT-Z-PLAY-ORIG;27-Dec-19;Cliente932561182
BAT-IPH-6-PLUS;27-Dec-19;Cliente9406161798
TEL-SAM-J7-PRO-ORIG;27-Dec-19;Cliente9487262414
TEL-MOT-G6-PLAY-ORIG;27-Dec-19;Cliente956836303
TEL-XIA-NOTE-5/5-PRO-ORIG;27-Dec-19;Cliente9649463646
TEL-IPH-7G-REPL;27-Dec-19;Cliente9730564262
BAT-IPH-7G;27-Dec-19;Cliente9811664878
TEL-MOT-G7-PLAY-ORIG;27-Dec-19;Cliente9892765494
TEL-MOT-G5-ORIG;28-Dec-19;Cliente997386611
TEL-ASU-ZB634KL-ORIG;28-Dec-19;Cliente10054966726
TEL-ASU-ZC500TG-ORIG;28-Dec-19;Cliente1013667342
TEL-SAM-J710-REPL;28-Dec-19;Cliente10217167958
TEL-XIA-NOTE-7-ORIG;28-Dec-19;Cliente10298268574
TEL-SAM-S6-ORIG;28-Dec-19;Cliente1037936919
TEL-XIA-A2-LITE-ORIG;28-Dec-19;Cliente10460469806
TEL-MOT-G4-PLAY-ORIG;28-Dec-19;Cliente10541570422
TEL-SAM-J5-PRO-REPL;28-Dec-19;Cliente10622671038
TEL-SAM-J4-REPL;28-Dec-19;Cliente10703771654
TEL-SAM-J7-PRO-REPL;28-Dec-19;Cliente1078487227
TEL-SAM-J5-REPL;28-Dec-19;Cliente10865972886
TEL-SAM-J7-PRIME-REPL;28-Dec-19;Cliente1094773502
TEL-SAM-A30-REPL;28-Dec-19;Cliente11028174118
TEL-SAM-A30-ORIG;28-Dec-19;Cliente11109274734
TEL-SAM-J3-REPL;28-Dec-19;Cliente1119037535
TEL-SAM-S7-ORIG;28-Dec-19;Cliente11271475966
TEL-SAM-J7-REPL;28-Dec-19;Cliente11352576582
TEL-MOT-ONE-ORIG;28-Dec-19;Cliente11433677198
TEL-MOT-E4-ORIG;28-Dec-19;Cliente11514777814
TEL-SAM-J701-REPL;28-Dec-19;Cliente1159587843
TEL-SAM-J6-REPL;28-Dec-19;Cliente11676979046
TEL-SAM-A10-REPL;28-Dec-19;Cliente1175879662
TEL-IPH-6G-REPL;28-Dec-19;Cliente11839180278
TEL-IPH-7-PLUS-REPL;28-Dec-19;Cliente11920280894
TEL-IPH-7G-REPL;28-Dec-19;Cliente1200138151
TEL-IPH-6S-REPL;28-Dec-19;Cliente12082482126
TEL-SAM-J7-PRO-ORIG;28-Dec-19;Cliente12163582742
TEL-SAM-J120-REPL;28-Dec-19;Cliente12244683358
TEL-SAM-J710-REPL;28-Dec-19;Cliente12325783974
TEL-SAM-A50-ORIG;28-Dec-19;Cliente1240688459
BAT-MOT-Z2-PLAY;28-Dec-19;Cliente12487985206
TEL-SAM-J3-REPL;28-Dec-19;Cliente1256985822
TEL-MOT-ONE-ORIG;28-Dec-19;Cliente12650186438
TEL-LG-K220-ORIG;28-Dec-19;Cliente12731287054
BAT-MOT-G6;28-Dec-19;Cliente1281238767
TEL-SAM-J5-PRO-ORIG;28-Dec-19;Cliente12893488286
TEL-MOT-E4-PLUS-ORIG;28-Dec-19;Cliente12974588902
TEL-IPH-6S-REPL;28-Dec-19;Cliente13055689518
TEL-MOT-ONE-ORIG;28-Dec-19;Cliente13136790134
TAM-MOT-G6;28-Dec-19;Cliente1321789075
TOU-MOT-G6;28-Dec-19;Cliente13298991366
TEL-IPH-7G-REPL;28-Dec-19;Cliente1338091982
TEL-LG-K10-STV-ORIG;28-Dec-19;Cliente13461192598
TEL-SAM-J7-PRO-ORIG;28-Dec-19;Cliente13542293214
TEL-MOT-G5-S-ORIG;28-Dec-19;Cliente1362339383
TEL-SAM-J3-REPL;28-Dec-19;Cliente13704494446
TOU-SAM-G532;28-Dec-19;Cliente13785595062
TOU-SAM-G532;28-Dec-19;Cliente13866695678
TOU-SAM-G532;28-Dec-19;Cliente13947796294
TEL-SAM-J6-REPL;28-Dec-19;Cliente1402889691
TEL-MOT-G3-ORIG;28-Dec-19;Cliente14109997526
BAT-IPH-6S;28-Dec-19;Cliente1419198142
TEL-SAM-J7-PRO-ORIG;28-Dec-19;Cliente14272198758
TEL-IPH-7G-REPL;28-Dec-19;Cliente14353299374
TEL-SAM-J7-PRIME-REPL;28-Dec-19;Cliente1443439999
TEL-XIA-A1-ORIG;28-Dec-19;Cliente145154100606
TEL-SAM-A10-REPL;28-Dec-19;Cliente145965101222
TEL-MOT-Z-PLAY-ORIG;28-Dec-19;Cliente146776101838
TEL-SAM-J5-PRO-ORIG;28-Dec-19;Cliente147587102454
TEL-SAM-J5-PRO-REPL;28-Dec-19;Cliente14839810307
TEL-MOT-X-PLAY-ORIG;28-Dec-19;Cliente149209103686
TEL-MOT-G5-S-ORIG;28-Dec-19;Cliente15002104302
TEL-ASU-ZE553KL-ORIG;28-Dec-19;Cliente150831104918
TEL-IPH-6G-REPL;28-Dec-19;Cliente151642105534
TEL-IPH-6G-REPL;28-Dec-19;Cliente15245310615
TEL-MOT-G6-PLAY-ORIG;28-Dec-19;Cliente153264106766
BAT-MOT-Z-PLAY;28-Dec-19;Cliente154075107382
TEL-LG-K10-2017-ORIG;28-Dec-19;Cliente154886107998
TEL-SAM-J4-REPL;28-Dec-19;Cliente155697108614
TEL-LG-K10-2017-ORIG;28-Dec-19;Cliente15650810923
TEL-MOT-X2-ORIG;28-Dec-19;Cliente157319109846
BAT-IPH-6-PLUS;28-Dec-19;Cliente15813110462
TEL-ASU-ZC553KL-ORIG;28-Dec-19;Cliente158941111078
TEL-IPH-6G-REPL;28-Dec-19;Cliente159752111694
TEL-SAM-A30-ORIG;28-Dec-19;Cliente16056311231
VIDRO-MOT-G6-PLUS;28-Dec-19;Cliente161374112926
TEL-SAM-J4-REPL;28-Dec-19;Cliente162185113542
TEL-IPH-6S-REPL;28-Dec-19;Cliente162996114158
BOT-IPH-6G;28-Dec-19;Cliente163807114774
TEL-SAM-A30-ORIG;28-Dec-19;Cliente16461811539
TAM-SAM-S8;28-Dec-19;Cliente165429116006
TEL-ASU-ZB634KL-ORIG;28-Dec-19;Cliente16624116622
TEL-SAM-J4-REPL(RX);28-Dec-19;Cliente167051117238
TEL-IPH-6S-REPL;28-Dec-19;Cliente167862117854
CON-SAM-J6;28-Dec-19;Cliente16867311847
TEL-SAM-J710-REPL;28-Dec-19;Cliente169484119086
TEL-MOT-Z3-PLAY-ORIG;28-Dec-19;Cliente170295119702
TEL-SAM-J5-REPL;28-Dec-19;Cliente171106120318
TEL-SAM-A5-REPL;28-Dec-19;Cliente171917120934
TEL-MOT-ONE-ORIG;28-Dec-19;Cliente17272812155
TEL-SAM-J3-REPL;28-Dec-19;Cliente173539122166
TEL-MOT-E4-PLUS-ORIG;28-Dec-19;Cliente17435122782
TEL-SAM-J6-ORIG;28-Dec-19;Cliente175161123398
TEL-SAM-J4-PLUS-REPL;28-Dec-19;Cliente175972124014
TEL-SAM-A20-REPL;28-Dec-19;Cliente17678312463
TEL-SAM-S8-PLUS-ORIG;28-Dec-19;Cliente177594125246
TEL-ASU-ZB570TL-ORIG;28-Dec-19;Cliente178405125862
TEL-LG-K10-TV-ORIG;28-Dec-19;Cliente179216126478
TEL-MOT-G3-ORIG;28-Dec-19;Cliente180027127094
COL-COL-B7000;28-Dec-19;Cliente18083812771
TEL-SAM-J7-PRIME-REPL;28-Dec-19;Cliente181649128326
TEL-MOT-C-PLUS-ORIG;28-Dec-19;Cliente18246128942
TEL-XIA-MI-6-PRO-ORIG;28-Dec-19;Cliente183271129558
TEL-SAM-J4-REPL;28-Dec-19;Cliente184082130174
TEL-IPH-XS-MAX-REPL;28-Dec-19;Cliente18489313079
LCD-SAM-G530;28-Dec-19;Cliente185704131406
TEL-SAM-J3-REPL;28-Dec-19;Cliente186515132022
TEL-IPH-7G-REPL;28-Dec-19;Cliente187326132638
TEL-LG-K10-PRO-ORIG;28-Dec-19;Cliente188137133254
TEL-SAM-A10-REPL;28-Dec-19;Cliente18894813387
TEL-ASU-ZB634KL-ORIG;28-Dec-19;Cliente189759134486
TEL-SAM-J7-PRO-ORIG;28-Dec-19;Cliente19057135102
BAT-IPH-6S;28-Dec-19;Cliente191381135718
TEL-SAM-J5-REPL;28-Dec-19;Cliente192192136334
TEL-IPH-7G-REPL;28-Dec-19;Cliente19300313695
BAT-IPH-4S;28-Dec-19;Cliente193814137566
TEL-SAM-J7-PRIME-REPL;28-Dec-19;Cliente194625138182
TEL-MOT-G4-PLUS-ORIG;28-Dec-19;Cliente195436138798
BAT-IPH-5S;28-Dec-19;Cliente196247139414
TEL-MOT-G4-PLUS-ORIG;28-Dec-19;Cliente19705814003
TEL-SAM-J710-ORIG;28-Dec-19;Cliente197869140646
TEL-SAM-J2-REPL;28-Dec-19;Cliente19868141262
TEL-SAM-J7-PRO-REPL;28-Dec-19;Cliente199491141878
TEL-SAM-J6-REPL;28-Dec-19;Cliente200302142494
TEL-MOT-G6-PLAY-ORIG;28-Dec-19;Cliente20111314311
TAM-MOT-G7-PLUS;28-Dec-19;Cliente201924143726
TEL-SAM-J2-REPL;28-Dec-19;Cliente202735144342
TEL-SAM-J7-PRO-REPL;28-Dec-19;Cliente203546144958
